,product_id,star_rating,review_body
10,0983713006,5,"As one of the best science fiction novels today, The Commission Qi Saga (book 1) delivers a well-thought-of storyline and concept. Its background is interestingly set billions of light years into the future so one can imagine how advanced the technology is, as well as the new attitude of humanity.<br /><br />No matter how advanced the new world order is, however, the problems faced by the people of the new times are still the same things that affect today's mankind. The dark energy that surrounds the Qi universe threatens to wreck havoc to the system, and this results in massive poverty and war just like in the real world.<br /><br />The novel mainly revolves around a set of ancient equations, which somehow predicts the possible destination of mankind and their method of existence. While the so-called \\""Commission\\"" aims to destroy the peace and order of the new dimension, the \\""Brotherhood\\"" has been tasked to fight and protect the rights of the people. And through all of these, the team of Pandora merely hopes to profit from the war and dilemma that engulfs the system.<br /><br />As a reader, I was affected that the fate of the Qi universe seems uncertain. The author was able to give a vivid description of how things are going on in this universe, and the way its impending destruction was described can really be quite disturbing and alarming. It's almost as if my own personal safety is also on the line as with the people of those times.<br /><br />Fortunately, there's hope in all these chaos, as there exists a black mysterious pearl that can turn the dark fate of the universe into something more encouraging and worth looking forward to. And personally, in spite of all the negative forces that prevail in this future world, I still want it saved and reconstructed to fit the existence of human life.<br /><br />Overall, the book is a space adventure saga as it deals with modern technology and existence of futuristic methods. There are suspense, thriller and horror aspectstoo, as the battle of good versus evil happens in this universe too. In spite of the twists and mysteries, however, there are also romantic moments to keep the heart in focus amidst all the wars and confusion.<br /><br />The situation in the Qi universe can be compared to the present situation of mankind and the problems that we are facing today. As such, it raises the question of man's duty and purpose of existence. Moreover, it makes us look into the future with anticipation and caution as our actions will definitely have an impact to future generations.<br /><br />The characters in the book are all realistic, and readers will find it easy to relate and identify with them. Ara, who possesses the black pearl, is the heroine; and she serves as a great inspiration. As the pearl is capable of saving or destroying the universe, it gives readers the opportunity to dwell on the idea on whether it is indeed worth saving or not.<br /><br />El, the other main character of the story, has somewhat lost his faith in the futuristic universe; and we can also relate to his sentiments as we are also seeing the same disheartening problems in our present world.<br /><br />This book is truly a great sci-fi novel, and it is both entertaining and thought-provoking. Just when you think you got it all figured out, the characters behave differently to add more twists and turns to the story. And for that, I commend the author, S. Dawn Nelson. I am a fan of science fiction, and this is one of my favorite books to date."
11,1595554599,1,"I saw the author on The Daily show tonight and was amazed that Jon Stewart let him get away with his crap. Not a word was mention of Jefferson's strong stand about seperation of church and state. It was a big disappointment, I really respect Jon Stewart, he is intelligent and doesn't usually suffer fools, but he let this buffoon get away with all his stupid statements with almost nary a challenge."
12,1582409110,5,"Monster Zoo reads like a good animated movie. Maybe that's not right. It reads the way animated movies should be. It's got a good vision and has a heck of a good time with the cast of characters, even the ones turned evil. The drawings are fantastic and the story takes you straight from the beginning to the end with ease and speed. TenNapel is a good storyteller and I'm glad he tries to put out a graphic novel a year. I definitely recommend this, it's good for kids, adults and grown up kids. You'll like it."
13,080244864X,5,"This book has helped me through a lot this past semester it college. Nicole, you did an amazing job sharing your story in this book and throwing in scripture also. I really enjoyed reading it. Once I started reading, I could not put it down. It truely taught me to forgivr my abuser. Althpugh I still struggle at timesm I just look back at the book and read it. :) Amazing book that has helped me believe in myself again. :) Thank you."
14,0767916107,5,"I found this book really helpfull in my relationship, could relate to most of the stuff printed in this book. And has giving me a new prospective on looking and improving my relationship."
15,1934230340,5,"Writing steamy, drama-filled novels should be Kendall Banks' trademark.  Banks keeps the drama coming a fast pace.  Great choice for book club discussions.  Bravo, Banks!  Cherlina Works - author of Nothing Can Come Between Us: Well, Maybe a Hater and Jewel's Magical Christmas."
16,0312536984,5,"A gripping read!  K'wan is on fire with this novel.  He takes his readers on a chilling ride right along with his lively characters.  Great job, K'wan!  Cherlina Works - author of Nothing Can Come Between Us: Well, Maybe a Hater and Jewel's Magical Christmas."
17,1470137216,4,"Highly rememended for Mr Cannon's students, their parents and fellow teachers.  It is chance to remember with him, and to re-read the life lessens he taught throught classic literature.  It is a pleasure to experience his reflections as well as his fine control and used to the English language."
18,0758216599,1,Absolutely the worst read ever.  Uuugh I am infuriated I didn't research before I bought this.  Should have remained in the slush pile
19,0393972410,5,"As you can see from the various reviews, this is a rather polarizing anthology. I think it's terrific, but it's misleadingly titled (perhaps for sales reasons?) - this is an anthology of North American science fiction from approximately 1960 onward which foregrounds \\""New Wave\\"" and character driven stories.  If that's not what you enjoy, you won't like this book.  You probably won't like it if your politics are conservative, either, since although there are several conservative stories in the book the general trend is left.<br /><br />When I encountered this book in my early twenties, it introduced me to many writers whose work I've enjoyed, from Cordwainer Smith to Zenna Henderson to Joanna Russ.  These are writers who are directly concerned with the social, with language and with experiments in content and form.  Again, if you are looking for hard science fiction (or for rocket ships, lasers and space babes, for that matter) you won't like this book.  If you are looking for a book which traces the change in SF which occurred between the fifties and the eighties, this is an excellent place to start.<br /><br />Deficiencies? Some of the stories are extremely sentimental (\\""Lucky Strike\\"", an alternate history of the bombing of Hiroshima, which frankly makes me tear up but is very heavy-handed). Some of the stories are inexplicably orientalizing/racist (\\""For The Sake of Grace\\"" and the one with the Fanatic!Arab!Assassin!)- which is weird in a book that is obviously intended as progressive/left.  There aren't many stories by writers of color (which were being written - check out Dark Matter if you don't believe me).<br /><br />But honestly, the thing came out sixteen years ago and, I think, consolidated a lot of interest in New Wave and character-driven science fiction.  It seems like today you can find many more anthologies of stories by and about women, people of color and GLBTQ folks.  This anthology has some deficiencies, but I think it served its purpose.<br /><br />When I was a young women who had trouble finding non-conservative SF and stories by women, this book was a godsend.  It opened a lot of doors for me."
20,B006HUC280,5,"Easy to read, took me two days, and lots of great and thought provoking writing. I will probably read this book again and again."
21,0736063617,5,This is a comprehensive resouce for vegetarians engaged in active lifestyles. I've found the advice to be very informative and prescriptive. I would recommend this book to other runners.
22,0979034000,5,"It is refreshing to read something that makes sense using basic logic.  It is written in plain english; very easy to understand.  The author explains the biology of our body in elementary language.  I will definately be \\""taking to heart\\"" what is outlined in this book.  A must read for yourself and for those you care about.  I will be passing this knowledge along.  I highly recommend this book...it is worth every penny, and then some."
23,0884117103,5,"I first discovered this book at the Newberry Library Bookfair a few years back...Sadly I didn't buy it then, and it was gone when I went back to retrieve ir...When I found a copy at another bookfair, you can imagine my joy...I also didn't know that this was made into a motion picture, alas nobody seems to have heard of it, very sad actually....<br /><br />The story of Teta Linek and her quest really touched my heart and soul...The end of the book made me burst into tears on a public bus in Chicago....<br /><br />I recommend this book to everyone...."
24,1609412427,5,"I love this book.  I've had it about four days and have cooked meals from it every day.  I've been vegan for only a year. The stuffed mushrooms are wonderful.  I made the tortilla soup.  I just finished making the red onion jam so that I will have it available this week for sandwiches and salads.  I'm going to make the chicken pot pie this week.  I have not worked up the courage to try the tamales yet.  I've always heard they are so hard to make and I'm scared to try them.  Buy this book!  You will eat well and have fun!<br /><br />By the way, when you make the chipotle cream (which I highly recommend) you will have a lot of chipotle peppers left over.  Don't waste them.  Whir them all in a blender and then drop teaspoons of them on waxed paper and freeze.  Once frozen, store in plastic bag.  Add to pots of beans or stews as appropriate."
25,0876059515,5,"As both a long-time horse owner and fulltime writer, I can't say enough good things about this book.<br /><br />Hint: When I midwifed mares both for myself and others, I wore out two copies just hauling them around in my foaling kit.<br /><br />This is the one horse book on my bookcase that I would never, EVER give up!"
26,1893183246,5,"After determining the subject matter of these books, I ordered them both, wanting to expand my understanding of why things are the way they are, here on our planet.  I received the 2nd one first, and tried to start with it.  Bad idea!  I was obviously over my head with this one!!  Once I received the first volume, it was somewhat easier to wade into, although I wouldn't call either of them an easy read, by any stretch of the imagination!! There were moments of 'brain strain', and I had to take time out to process what I'd read, before diving in again.  What I got out of these writings were validation and hope!!  That what is going on here on our earth goes beyond our corrupt human governments, and that there are positive entities that are working with us to help save our planet from the destructive forces which are so apparent to anyone who is aware, and trying to find a way to counter them. It made comprehending David Icke's writings much easier, and it's all starting to come together and makes more sense than any other explanation I've found to date.  If it weren't for the Voyagers series, I doubt if I could've grasped the bigger picture.  You simply have to break free from the 'reality programming' that we've all been subjected to that go back centuries, think outside the box, and realize that there IS something we can all do to destabilize the dark forces.  It starts with being able to perceive not just our personal life, our city, our state, our nation, our world microcosm, to a much broader reality...one that we've had kept hidden from us.  Once you do that, things start to come into focus and the answers make a lot more sense than the unsatisfactory ones we've been stuck with for so long. David Icke's \\""Remember Who You Are\\"" helps connect the dots, and I highly recommend it, as it concludes with viable solutions we are all capable of. We have to 'know our enemy' and what we can do to disable their agenda. We must rise above all the dark forces, not giving themany power over us.  We can make a crucial contribution to this effort through combining our strength of will, our personal energies and love.  See 'Awakening the World - Every Heart Makes a Difference' in the referenced book, or on [...] Icke.com"
27,849964094X,5,excelente libro para aquellos que poseean dudas con la certificacion ccna algunos temas tienen poca informacion pero se sobre entiende que solo tienes dudas puntuales. 100% recomendado
28,1930198019,1,"While the subject matter was fascinating, this is probably the most poorly written and the most atrociously edited book that I have ever read!  Even fifth grader write better than this.  Where was the editor!!!!"
29,1466457414,5,"The family's of Alzheimer's disease patients search in vain for effective ways to help their loved ones.  Unfortunately, antioxidants have been oversold to these families and they are needlessly pressured to spend hard earned money on ineffective antioxidant supplements.  Dr. Howes presents the lengthy scientific data, which dispels the antioxidant myths, as they relate to Alzheimers.  Thank you, Dr. Howes."
30,0311057705,5,"Through its pages, the reader hungry for knowledge will have the opportunity to discover the unknown world of obscurantism. Its unique approach to the issue, backed with the strong support of the Holy Scriptures, with firm steps will take you through the rugged paths of demonic possession."
31,1572243724,5,"By Edmund J. Bourne, Arlen Brownstein, and Lorna Garano  (New Harbinger Publications, Inc., 2004)<br /><br />Compacted with ten informative chapters, this book supplies insightful techniques for managing anxiety issues with healthy options. Encouragement is sewn throughout the nonjudgmental statements of this book that will inspire you to not let anxiety halt your life dreams.<br /><br />The chapters delve into: Relaxation, Exercise: A Natural Outlet for Anxiety, Nurture Body and Mind with a Healthy Diet, Thinking Calm, Physical Conditions That Can Aggravate Anxiety, Natural Supplements for Anxiety, Meditation: A Journey to Inner Peace, Mindful Exercise, Keep it Simple, and Embracing Spirituality. Additional helpful resources are communicated in the back of the book.<br /><br />This hands-on book is comprised of applicable exercises, fresh perspectives, new thoughts, and comforting guidance that will assist you to transform your life into a peace-filled experience. Presenting short stories to show how different people react to the same situation, this book enables you to analyze and evaluate your reaction behaviors to situations, and work to improve them into calmer responses.<br /><br />Using healthy ways to help minimize and eliminate anxiety in your life, decreases and even, in some cases, terminates the potential for harsh side effects. This book is definitely one you will want to read if you struggle with anxiety, fear, panic, and/or worry.<br /><br />Disclosure of Material Connection: I received this book free from the publisher through New Harbinger Publications, Inc. I was not required to write a positive review. The opinions I have expressed are my own. I am disclosing this in accordance with the Federal Trade Commission's 16 CFR, Part 255vf: \\""Guides Concerning the Use of Endorsements and Testimonials in Advertising.\\"""
